EmplID - Employee Name,Employee - EmplID - Job Title,Terminal,Workforce Callout Number,Call out Reasons,Related Employee,Shift,Date Created
aadil,MOTOR VEHICLE OPERATOR,New York Ave,+(676) 207-3884,Unscheduled Sick Leave,127345,PM,03-01-2024 12:32 PM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,PM,03-01-2024 12:26 PM
aanil,Motor Vehicle Operator,New York Ave,+(439) 587-9331,Unscheduled Sick Leave,109679,PM,03-01-2024 11:59 AM
aajiv,MOTOR VEHICLE OPERATOR,New York Ave,+(356) 393-9119,Unscheduled Sick Leave,54763,PM,03-01-2024 11:00 AM
aanik,MOTOR VEHICLE OPERATOR,New York Ave,+(558) 399-8721,Annual Leave - Unscheduled,42219,AM,03-01-2024 05:19 AM
aajad,Bus Attendant,New York Ave,+(465) 353-2371,Unscheduled Sick Leave,53347,AM and PM,03-01-2024 04:58 AM
aadil,MOTOR VEHICLE OPERATOR,New York Ave,+(676) 207-3884,Unscheduled Sick Leave,127345,AM,03-01-2024 04:23 AM
aasmin,MOTOR VEHICLE OPERATOR,New York Ave,+(793) 931-1483,Paid Family Leave,98613,AM and PM,03-01-2024 04:03 AM
aalina,Bus Attendant,New York Ave,+(666) 994-4045,Unscheduled Sick Leave,112055,AM and PM,03-01-2024 03:47 AM
aakanksha,Bus Attendant,New York Ave,+(866) 993-3434,Unscheduled Sick Leave,41143,AM and PM,03-01-2024 03:36 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,03-01-2024 03:31 AM
aastha,Motor Vehicle Operator,New York Ave,+(534) 120-3013,FMLA,40947,AM and PM,03-01-2024 02:11 AM
aarushi,Bus Attendant,New York Ave,+(831) 103-3273,Unscheduled Sick Leave,120998,AM and PM,03-01-2024 01:52 AM
aasto,Bus Attendant,New York Ave,+(380) 984-5928,Paid Family Leave,123078,PM,03-01-2024 01:15 AM
aasma,MOTOR VEHICLE OPERATOR,New York Ave,+(167) 174-9408,Unscheduled Sick Leave,42581,AM and PM,03-01-2024 01:07 AM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Paid Family Leave,97105,AM and PM,02-29-2024 11:09 PM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Unscheduled sick leave for 3 or more days,111881,AM and PM,02-29-2024 10:36 PM
aagand,Bus Attendant,New York Ave,+(141) 263-5199,Unscheduled Sick Leave,132007,AM and PM,02-29-2024 09:45 PM
aasu,Motor Vehicle Operator,New York Ave,+(635) 264-6237,Unscheduled Sick Leave,106706,AM and PM,02-29-2024 09:31 PM
aansi,Bus Attendant,New York Ave,+(576) 666-5406,Unscheduled Sick Leave,108814,AM and PM,02-29-2024 09:03 PM
aatam,BUS ATTENDANT,New York Ave,+(893) 993-5863,Unscheduled Sick Leave,113159,AM and PM,02-29-2024 08:59 PM
aarju,MOTOR VEHICLE OPERATOR,New York Ave,+(802) 818-4702,Unscheduled Sick Leave,42304,AM and PM,02-29-2024 08:55 PM
aarif,Bus Attendant,New York Ave,+(483) 243-1118,Unscheduled Sick Leave,128169,AM and PM,02-29-2024 08:02 PM
aalam,MOTOR VEHICLE OPERATOR,New York Ave,+(439) 773-2215,FMLA,58398,PM,02-29-2024 01:20 PM
aarushi,Bus Attendant,New York Ave,+(831) 103-3273,Unscheduled Sick Leave,120998,PM,02-29-2024 01:09 PM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,PM,02-29-2024 01:03 PM
aansu,BUS ATTENDANT,New York Ave,+(927) 827-7604,Unscheduled Sick Leave,41958,PM,02-29-2024 12:00 PM
aanand,BUS ATTENDANT,New York Ave,+(136) 568-3002,Unscheduled Sick Leave,42141,PM,02-29-2024 10:33 AM
aagand,Bus Attendant,New York Ave,+(141) 263-5199,Annual Leave - Unscheduled,132007,PM,02-29-2024 09:01 AM
aasish,MOTOR VEHICLE OPERATOR,New York Ave,+(741) 955-1339,Late to Work,41819,AM,02-29-2024 05:50 AM
aanik,MOTOR VEHICLE OPERATOR,New York Ave,+(558) 399-8721,Annual Leave - Unscheduled,42219,AM,02-29-2024 05:50 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Unscheduled sick leave for 3 or more days,111881,AM and PM,02-29-2024 05:38 AM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Unscheduled Sick Leave,42381,AM and PM,02-29-2024 05:36 AM
aarushi,Bus Attendant,New York Ave,+(831) 103-3273,Late to Work,120998,AM,02-29-2024 05:12 AM
aakib,Bus Attendant,New York Ave,+(652) 566-4491,Annual Leave - Unscheduled,41431,AM,02-29-2024 05:03 AM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Unscheduled Sick Leave,112092,AM and PM,02-29-2024 05:00 AM
aansu,BUS ATTENDANT,New York Ave,+(927) 827-7604,Unscheduled Sick Leave,41958,AM,02-29-2024 04:57 AM
aamin,Motor Vehicle Operator,New York Ave,+(866) 560-8627,Unscheduled Sick Leave,51841,AM and PM,02-29-2024 04:08 AM
aadish,Bus Attendant,New York Ave,+(288) 831-1482,Unscheduled Sick Leave,128037,AM,02-29-2024 03:48 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,02-29-2024 03:31 AM
aasma,MOTOR VEHICLE OPERATOR,New York Ave,+(167) 174-9408,Unscheduled Sick Leave,42581,AM and PM,02-29-2024 02:27 AM
aatif,MOTOR VEHICLE OPERATOR,New York Ave,+(895) 282-6272,Unscheduled Sick Leave,42108,AM and PM,02-29-2024 01:13 AM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Paid Family Leave,97105,AM and PM,02-29-2024 12:35 AM
aasto,Bus Attendant,New York Ave,+(380) 984-5928,Paid Family Leave,123078,PM,02-29-2024 12:06 AM
aakanksha,Bus Attendant,New York Ave,+(866) 993-3434,Unscheduled Sick Leave,41143,AM and PM,02-28-2024 10:18 PM
aarif,Bus Attendant,New York Ave,+(483) 243-1118,Unscheduled Sick Leave,128169,AM and PM,02-28-2024 08:35 PM
aachal,BUS ATTENDANT,New York Ave,+(289) 888-1482,Unscheduled Sick Leave,68058,AM and PM,02-28-2024 07:21 PM
aarju,MOTOR VEHICLE OPERATOR,New York Ave,+(802) 818-4702,Late to Work,42304,PM,02-28-2024 01:03 PM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,Unscheduled Sick Leave,41462,PM,02-28-2024 12:10 PM
aachal,BUS ATTENDANT,New York Ave,+(289) 888-1482,Unscheduled Sick Leave,68058,PM,02-28-2024 11:50 AM
aamina,MOTOR VEHICLE OPERATOR,New York Ave,+(177) 799-5876,Unscheduled Sick Leave,59081,PM,02-28-2024 11:45 AM
aasim,BUS ATTENDANT,New York Ave,+(662) 425-6860,Unscheduled Sick Leave,42193,PM,02-28-2024 11:39 AM
aarushi,Bus Attendant,New York Ave,+(831) 103-3273,Unscheduled Sick Leave,120998,PM,02-28-2024 11:08 AM
aansi,Bus Attendant,New York Ave,+(576) 666-5406,Unscheduled Sick Leave,108814,PM,02-28-2024 10:30 AM
aanil,Motor Vehicle Operator,New York Ave,+(439) 587-9331,Unscheduled Sick Leave,109679,PM,02-28-2024 10:15 AM
aamosh,BUS ATTENDANT,New York Ave,+(162) 998-3933,Unscheduled Sick Leave,41297,AM,02-28-2024 06:38 AM
aadesh,BUS ATTENDANT,New York Ave,+(953) 638-6905,Unscheduled Sick Leave,41452,AM,02-28-2024 05:15 AM
aatikun,BUS ATTENDANT,New York Ave,+(793) 611-8188,Unscheduled Sick Leave,67663,AM and PM,02-28-2024 04:46 AM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Annual Leave - Unscheduled,42550,AM,02-28-2024 04:35 AM
aasma,MOTOR VEHICLE OPERATOR,New York Ave,+(167) 174-9408,Unscheduled Sick Leave,42581,AM and PM,02-28-2024 04:27 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,02-28-2024 03:33 AM
aanchal,Bus Attendant,New York Ave,+(931) 402-1644,Unscheduled Sick Leave,112095,AM and PM,02-28-2024 03:27 AM
aasha,Bus Attendant,New York Ave,+(652) 424-1382,Unscheduled Sick Leave,101487,AM and PM,02-28-2024 01:49 AM
aakanksha,Bus Attendant,New York Ave,+(866) 993-3434,Unscheduled Sick Leave,41143,AM and PM,02-28-2024 01:16 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Annual Leave - Unscheduled,111881,AM and PM,02-28-2024 12:42 AM
aastha,Motor Vehicle Operator,New York Ave,+(534) 120-3013,FMLA,40947,AM and PM,02-28-2024 12:31 AM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,AM and PM,02-27-2024 11:55 PM
aarushi,Bus Attendant,New York Ave,+(831) 103-3273,Unscheduled Sick Leave,120998,AM,02-27-2024 11:10 PM
aatir,BUS ATTENDANT,New York Ave,+(578) 793-6658,Unscheduled Sick Leave,41345,AM and PM,02-27-2024 10:41 PM
aash,Bus Attendant,New York Ave,+(708) 824-1855,Paid Family Leave,109486,AM and PM,02-27-2024 09:30 PM
aarav,MOTOR VEHICLE OPERATOR,New York Ave,+(943) 565-4242,Unscheduled Sick Leave,41106,AM,02-27-2024 04:15 PM
aarushi,Bus Attendant,New York Ave,+(831) 103-3273,Unscheduled Sick Leave,120998,PM,02-27-2024 01:51 PM
aasma,MOTOR VEHICLE OPERATOR,New York Ave,+(167) 174-9408,Unscheduled Sick Leave,42581,PM,02-27-2024 12:44 PM
aatikun,BUS ATTENDANT,New York Ave,+(793) 611-8188,Unscheduled Sick Leave,67663,PM,02-27-2024 12:37 PM
aanchal,Bus Attendant,New York Ave,+(931) 402-1644,Unscheduled Sick Leave,112095,PM,02-27-2024 12:24 PM
aaditya,MOTOR VEHICLE OPERATOR,New York Ave,+(921) 154-9304,Unscheduled Sick Leave,100688,PM,02-27-2024 12:06 PM
aachal,BUS ATTENDANT,New York Ave,+(289) 888-1482,Unscheduled Sick Leave,68058,PM,02-27-2024 11:59 AM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Unscheduled Sick Leave,42381,AM and PM,02-27-2024 06:34 AM
aalam,MOTOR VEHICLE OPERATOR,New York Ave,+(439) 773-2215,Unscheduled Sick Leave,58398,AM and PM,02-27-2024 05:46 AM
aavesh,Bus Attendant,New York Ave,+(420) 335-4215,Unscheduled Sick Leave,59648,AM and PM,02-27-2024 05:12 AM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Unscheduled Sick Leave,112092,AM and PM,02-27-2024 05:04 AM
aakib,Bus Attendant,New York Ave,+(652) 566-4491,Unscheduled Sick Leave,41431,AM and PM,02-27-2024 04:32 AM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,FMLA,41462,AM and PM,02-27-2024 04:12 AM
aayana,MOTOR VEHICLE OPERATOR,New York Ave,+(655) 959-4018,Unscheduled Sick Leave,41472,AM and PM,02-27-2024 04:05 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,02-27-2024 03:50 AM
aaenab,Bus Attendant,New York Ave,+(607) 493-9290,Paid Family Leave,128038,AM and PM,02-27-2024 03:35 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Unscheduled Sick Leave,111881,AM and PM,02-27-2024 02:41 AM
aakanksha,Bus Attendant,New York Ave,+(866) 993-3434,Unscheduled Sick Leave,41143,AM and PM,02-27-2024 02:02 AM
aastha,Motor Vehicle Operator,New York Ave,+(534) 120-3013,FMLA,40947,AM and PM,02-27-2024 01:58 AM
aasto,Bus Attendant,New York Ave,+(380) 984-5928,Paid Family Leave,123078,PM,02-27-2024 01:39 AM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,AM and PM,02-27-2024 12:50 AM
aadil,MOTOR VEHICLE OPERATOR,New York Ave,+(676) 207-3884,Unscheduled Sick Leave,127345,AM,02-26-2024 11:33 PM
aansi,Bus Attendant,New York Ave,+(576) 666-5406,Unscheduled Sick Leave,108814,AM and PM,02-26-2024 10:38 PM
aansu,BUS ATTENDANT,New York Ave,+(927) 827-7604,Unscheduled Sick Leave,41958,PM,02-26-2024 12:06 PM
aalam,MOTOR VEHICLE OPERATOR,New York Ave,+(439) 773-2215,FMLA,58398,PM,02-26-2024 11:46 AM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,Unscheduled sick leave for 3 or more days,42232,AM and PM,02-26-2024 05:19 AM
aakas,Bus Attendant,New York Ave,+(781) 573-9105,Unscheduled Sick Leave,123310,AM,02-26-2024 04:54 AM
aasish,MOTOR VEHICLE OPERATOR,New York Ave,+(741) 955-1339,Unscheduled Sick Leave,41819,AM,02-26-2024 04:37 AM
aakar,MOTOR VEHICLE OPERATOR,New York Ave,+(565) 326-9986,Unscheduled Sick Leave,42917,AM and PM,02-26-2024 04:24 AM
aayesha,MOTOR VEHICLE OPERATOR,New York Ave,+(929) 116-2774,Unscheduled Sick Leave,41858,AM and PM,02-26-2024 04:15 AM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,FMLA,41462,AM and PM,02-26-2024 04:03 AM
aayana,MOTOR VEHICLE OPERATOR,New York Ave,+(655) 959-4018,Unscheduled Sick Leave,41472,AM and PM,02-26-2024 03:52 AM
aaysha,BUS ATTENDANT,New York Ave,+(598) 867-4190,Unscheduled Sick Leave,42002,AM and PM,02-26-2024 03:44 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,02-26-2024 03:40 AM
aaenab,Bus Attendant,New York Ave,+(607) 493-9290,Paid Family Leave,128038,AM and PM,02-26-2024 03:36 AM
aakanksha,Bus Attendant,New York Ave,+(866) 993-3434,Unscheduled Sick Leave,41143,AM and PM,02-26-2024 03:33 AM
aayush,BUS ATTENDANT,New York Ave,+(170) 959-2458,Unscheduled Sick Leave,42036,AM and PM,02-26-2024 03:27 AM
aasto,Bus Attendant,New York Ave,+(380) 984-5928,Paid Family Leave,123078,PM,02-26-2024 03:10 AM
aazad,BUS ATTENDANT,New York Ave,+(312) 295-6392,Unscheduled sick leave for 3 or more days,43185,AM and PM,02-26-2024 02:08 AM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Unscheduled Sick Leave,112092,AM and PM,02-26-2024 02:00 AM
aazadi,MOTOR VEHICLE OPERATOR,New York Ave,+(197) 759-1932,Unscheduled Sick Leave,41228,AM and PM,02-26-2024 01:03 AM
aatam,BUS ATTENDANT,New York Ave,+(893) 993-5863,Unscheduled sick leave for 3 or more days,113159,AM and PM,02-26-2024 12:54 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Unscheduled sick leave for 3 or more days,111881,AM and PM,02-25-2024 10:46 PM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,AM and PM,02-25-2024 09:20 PM
aakib,Bus Attendant,New York Ave,+(652) 566-4491,Unscheduled Sick Leave,41431,AM and PM,02-25-2024 09:11 PM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,Late to Work,41462,PM,02-23-2024 12:50 PM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Annual Leave - Unscheduled,42550,PM,02-23-2024 12:40 PM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,PM,02-23-2024 11:52 AM
aasish,MOTOR VEHICLE OPERATOR,New York Ave,+(741) 955-1339,Unscheduled Sick Leave,41819,PM,02-23-2024 11:31 AM
aazad,BUS ATTENDANT,New York Ave,+(312) 295-6392,Unscheduled Sick Leave,43185,PM,02-23-2024 11:25 AM
aansu,BUS ATTENDANT,New York Ave,+(927) 827-7604,Unscheduled Sick Leave,41958,PM,02-23-2024 11:21 AM
aash,Bus Attendant,New York Ave,+(708) 824-1855,Annual Leave - Unscheduled,109486,PM,02-23-2024 11:04 AM
aachal,BUS ATTENDANT,New York Ave,+(289) 888-1482,Annual Leave - Unscheduled,68058,PM,02-23-2024 10:54 AM
aansi,Bus Attendant,New York Ave,+(576) 666-5406,Annual Leave - Unscheduled,108814,PM,02-23-2024 07:30 AM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Unscheduled Sick Leave,42381,AM and PM,02-23-2024 07:08 AM
aadil,MOTOR VEHICLE OPERATOR,New York Ave,+(676) 207-3884,Unscheduled Sick Leave,127345,PM,02-23-2024 06:51 AM
aanik,MOTOR VEHICLE OPERATOR,New York Ave,+(558) 399-8721,Annual Leave - Unscheduled,42219,AM,02-23-2024 06:21 AM
aadil,MOTOR VEHICLE OPERATOR,New York Ave,+(676) 207-3884,Late to Work,127345,AM,02-23-2024 06:15 AM
aas,Bus Attendant,New York Ave,+(185) 675-7762,Annual Leave - Unscheduled,128165,AM and PM,02-23-2024 05:33 AM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,Unscheduled Sick Leave,42232,AM and PM,02-23-2024 05:30 AM
aakib,Bus Attendant,New York Ave,+(652) 566-4491,Unscheduled Sick Leave,41431,AM and PM,02-23-2024 04:51 AM
aashu,BUS ATTENDANT,New York Ave,+(157) 979-8813,Annual Leave - Unscheduled,42550,AM,02-23-2024 04:24 AM
aakas,Bus Attendant,New York Ave,+(781) 573-9105,Unscheduled Sick Leave,123310,AM and PM,02-23-2024 04:09 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,02-23-2024 03:34 AM
aayush,BUS ATTENDANT,New York Ave,+(170) 959-2458,Unscheduled Sick Leave,42036,AM and PM,02-23-2024 03:32 AM
aabid,Bus Attendant,New York Ave,+(958) 694-3005,Unscheduled Sick Leave,31036,AM and PM,02-23-2024 03:30 AM
aamir,Bus Attendant,New York Ave,+(214) 770-8236,Annual Leave - Unscheduled,127884,AM and PM,02-23-2024 03:15 AM
aaenab,Bus Attendant,New York Ave,+(607) 493-9290,Paid Family Leave,128038,AM and PM,02-23-2024 03:08 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Annual Leave - Unscheduled,111881,AM and PM,02-23-2024 02:32 AM
aasma,MOTOR VEHICLE OPERATOR,New York Ave,+(167) 174-9408,Unscheduled Sick Leave,42581,AM and PM,02-23-2024 01:42 AM
aasto,Bus Attendant,New York Ave,+(380) 984-5928,Paid Family Leave,123078,PM,02-23-2024 12:56 AM
aastha,Motor Vehicle Operator,New York Ave,+(534) 120-3013,FMLA,40947,AM and PM,02-23-2024 12:47 AM
aahim,MOTOR VEHICLE OPERATOR,New York Ave,+(240) 893-7656,Paid Family Leave,42458,AM and PM,02-22-2024 11:31 PM
aakanksha,Bus Attendant,New York Ave,+(866) 993-3434,Unscheduled Sick Leave,41143,AM and PM,02-22-2024 11:22 PM
aagand,Bus Attendant,New York Ave,+(141) 263-5199,Unscheduled Sick Leave,132007,AM and PM,02-22-2024 09:34 PM
aaenab,Bus Attendant,New York Ave,+(607) 493-9290,Paid Family Leave,128038,PM,02-22-2024 12:25 PM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,Late to Work,41462,PM,02-22-2024 12:09 PM
aamod,Bus Attendant,New York Ave,+(365) 681-1852,Unscheduled Sick Leave,127883,PM,02-22-2024 12:01 PM
aardhna,Bus Attendant,New York Ave,+(314) 549-5819,Unscheduled Sick Leave,123316,PM,02-22-2024 10:40 AM
aasto,Bus Attendant,New York Ave,+(380) 984-5928,Paid Family Leave,123078,PM,02-22-2024 10:11 AM
aahim,MOTOR VEHICLE OPERATOR,New York Ave,+(240) 893-7656,Paid Family Leave,42458,PM,02-22-2024 09:30 AM
aarushi,Bus Attendant,New York Ave,+(831) 103-3273,Annual Leave - Unscheduled,120998,PM,02-22-2024 09:03 AM
aamod,Bus Attendant,New York Ave,+(365) 681-1852,Unscheduled Sick Leave,127883,AM,02-22-2024 06:29 AM
aadesh,BUS ATTENDANT,New York Ave,+(953) 638-6905,Unscheduled Sick Leave,41452,AM,02-22-2024 05:11 AM
aarushi,Bus Attendant,New York Ave,+(831) 103-3273,Annual Leave - Unscheduled,120998,AM,02-22-2024 04:32 AM
aalam,MOTOR VEHICLE OPERATOR,New York Ave,+(439) 773-2215,Paid Family Leave,58398,AM and PM,02-22-2024 04:15 AM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Unscheduled Sick Leave,112092,AM and PM,02-22-2024 03:46 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,02-22-2024 03:36 AM
aasma,MOTOR VEHICLE OPERATOR,New York Ave,+(167) 174-9408,Unscheduled Sick Leave,42581,AM and PM,02-22-2024 02:27 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Annual Leave - Unscheduled,111881,AM and PM,02-22-2024 12:34 AM
aakanksha,Bus Attendant,New York Ave,+(866) 993-3434,Unscheduled Sick Leave,41143,AM and PM,02-21-2024 10:36 PM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Paid Family Leave,97105,AM and PM,02-21-2024 10:21 PM
aatam,BUS ATTENDANT,New York Ave,+(893) 993-5863,Unscheduled Sick Leave,113159,AM and PM,02-21-2024 07:53 PM
aanad,Motor Vehicle Operator,New York Ave,+(428) 408-8760,Unscheduled Sick Leave,42381,PM,02-21-2024 12:56 PM
aabida,Motor Vehicle Operator,New York Ave,+(123) 958-8307,Unscheduled Sick Leave,41820,PM,02-21-2024 12:06 PM
aashia,Bus Attendant,New York Ave,+(227) 497-5221,Unscheduled Sick Leave,112092,PM,02-21-2024 11:42 AM
aalina,Bus Attendant,New York Ave,+(666) 994-4045,Unscheduled Sick Leave,112055,PM,02-21-2024 11:18 AM
aarif,Bus Attendant,New York Ave,+(483) 243-1118,Unscheduled Sick Leave,128169,PM,02-21-2024 08:24 AM
aafrin,MOTOR VEHICLE OPERATOR,New York Ave,+(432) 988-6147,Late to Work,41783,AM,02-21-2024 07:08 AM
aadish,Bus Attendant,New York Ave,+(288) 831-1482,Unscheduled Sick Leave,128037,AM,02-21-2024 07:07 AM
aasto,Bus Attendant,New York Ave,+(380) 984-5928,Paid Family Leave,123078,PM,02-21-2024 06:58 AM
aalam,MOTOR VEHICLE OPERATOR,New York Ave,+(439) 773-2215,Unscheduled Sick Leave,58398,AM and PM,02-21-2024 05:43 AM
aalina,Bus Attendant,New York Ave,+(666) 994-4045,Unscheduled Sick Leave,112055,AM,02-21-2024 05:16 AM
aanchal,Bus Attendant,New York Ave,+(931) 402-1644,Unscheduled Sick Leave,112095,AM and PM,02-21-2024 03:44 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,02-21-2024 03:33 AM
aakanksha,Bus Attendant,New York Ave,+(866) 993-3434,Unscheduled Sick Leave,41143,AM and PM,02-21-2024 02:21 AM
aash,Bus Attendant,New York Ave,+(708) 824-1855,Paid Family Leave,109486,AM and PM,02-21-2024 01:51 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Unscheduled sick leave for 3 or more days,111881,AM and PM,02-21-2024 01:21 AM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Paid Family Leave,97105,AM and PM,02-20-2024 10:38 PM
aajad,Bus Attendant,New York Ave,+(465) 353-2371,Annual Leave - Unscheduled,53347,AM,02-20-2024 06:43 AM
aalam,MOTOR VEHICLE OPERATOR,New York Ave,+(439) 773-2215,Unscheduled Sick Leave,58398,AM and PM,02-20-2024 06:41 AM
aadil,MOTOR VEHICLE OPERATOR,New York Ave,+(676) 207-3884,Late to Work,127345,AM,02-20-2024 06:15 AM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,Unscheduled sick leave for 3 or more days,42232,AM and PM,02-20-2024 05:07 AM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Annual Leave - Unscheduled,111881,AM and PM,02-20-2024 04:19 AM
aasif,BUS ATTENDANT,New York Ave,+(698) 279-8123,Unscheduled Sick Leave,42225,AM and PM,02-20-2024 04:10 AM
aashik,BUS ATTENDANT,New York Ave,+(714) 732-9685,FMLA,41462,AM and PM,02-20-2024 04:01 AM
aamin,Motor Vehicle Operator,New York Ave,+(866) 560-8627,Unscheduled Sick Leave,51841,AM and PM,02-20-2024 03:50 AM
aaenab,Bus Attendant,New York Ave,+(607) 493-9290,Unscheduled Sick Leave,128038,AM and PM,02-20-2024 03:35 AM
aaftaab,Bus Attendant,New York Ave,+(859) 231-1459,Unscheduled Sick Leave,128590,AM and PM,02-20-2024 03:33 AM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Paid Family Leave,97105,AM and PM,02-20-2024 02:53 AM
aasto,Bus Attendant,New York Ave,+(380) 984-5928,Paid Family Leave,123078,PM,02-20-2024 01:25 AM
aash,Bus Attendant,New York Ave,+(708) 824-1855,Paid Family Leave,109486,AM and PM,02-20-2024 01:23 AM
abash,MOTOR VEHICLE OPERATOR,New York Ave,+(719) 859-1445,Unscheduled Sick Leave,41435,AM,02-20-2024 12:30 AM
aakanksha,Bus Attendant,New York Ave,+(866) 993-3434,Unscheduled Sick Leave,41143,AM and PM,02-19-2024 10:43 PM
aanand,BUS ATTENDANT,New York Ave,+(136) 568-3002,Unscheduled Sick Leave,42141,AM and PM,02-19-2024 07:34 PM
aamil,Bus Attendant,New York Ave,+(189) 279-1327,Unscheduled sick leave for 3 or more days,111881,AM and PM,02-19-2024 02:17 AM
aardhna,Bus Attendant,New York Ave,+(314) 549-5819,Unscheduled Sick Leave,123316,PM,02-16-2024 10:05 AM
aanamika,BUS ATTENDANT,New York Ave,+(367) 894-4491,Unscheduled Sick Leave,42232,AM and PM,02-16-2024 05:09 AM
aaradhana,BUS ATTENDANT,New York Ave,+(922) 333-7575,Unscheduled Sick Leave,97105,AM and PM,02-16-2024 04:39 AM
